feature,r
LDA400_abstract_weight__256_encoding_memory_recognition,-0.07836016
terms_abstract_tfidf__remembering,-0.078467876
terms_abstract_tfidf__low,-0.07856596
LDA400_abstract_weight__24_identification_view_views,-0.07881309
terms_abstract_tfidf__80,-0.07891375
terms_abstract_tfidf__reaching,-0.07898745
terms_abstract_tfidf__complex,-0.07905088
LDA400_abstract_weight__47_fc_resting_state,-0.079058245
terms_abstract_tfidf__points,-0.079186976
LDA200_abstract_weight__125_expertise_experts_ic,-0.07924458
terms_abstract_tfidf__presented,-0.07941307
terms_abstract_tfidf__gamma,-0.07959544
terms_abstract_tfidf__high,-0.079903826
terms_abstract_tfidf__important role,-0.08010558
terms_abstract_tfidf__establish,-0.08010622
terms_abstract_tfidf__illusion,-0.08021678
terms_abstract_tfidf__sustained,-0.08023193
terms_abstract_tfidf__erp,-0.08029031
LDA200_abstract_weight__120_hand_movements_limb,-0.08030075
terms_abstract_tfidf__pointing,-0.08036391
terms_abstract_tfidf__low frequency,-0.08039192
LDA400_abstract_weight__241_expertise_experts_novices,-0.08043201
terms_abstract_tfidf__priori,-0.08052065
terms_abstract_tfidf__structural functional,-0.080581576
terms_abstract_tfidf__yielded,-0.08072638
terms_abstract_tfidf__collectively,-0.08083673
terms_abstract_tfidf__pair,-0.0808421
terms_abstract_tfidf__power,-0.08096349
terms_abstract_tfidf__scales,-0.08105536
terms_abstract_tfidf__letters,-0.08149166
terms_abstract_tfidf__abnormalities,-0.08157216
terms_abstract_tfidf__neutral faces,-0.08162071
terms_abstract_tfidf__visually,-0.08165843
LDA400_abstract_weight__2_sulcus_intraparietal_ips,-0.08175207
terms_abstract_tfidf__development,-0.08207358
terms_abstract_tfidf__recorded,-0.08223232
terms_abstract_tfidf__dimension,-0.082487024
terms_abstract_tfidf__diseases,-0.08252093
LDA400_abstract_weight__202_classification_accuracy_machine,-0.082575254
LDA400_abstract_weight__368_pathway_pathways_indirect,-0.08264333
terms_abstract_tfidf__methods functional,-0.08275154
terms_abstract_tfidf__face recognition,-0.08277972
LDA400_abstract_weight__46_neuronal_single_relevance,-0.08278794
terms_abstract_tfidf__constructed,-0.08280624
terms_abstract_tfidf__cortex ofc,-0.08298442
terms_abstract_tfidf__enables,-0.08301236
terms_abstract_tfidf__connectivity fc,-0.08305698
terms_abstract_tfidf__ventral dorsal,-0.083283976
LDA400_abstract_weight__192_pet_cerebral_rcbf,-0.083340526
LDA50_abstract_weight__49_depression_mdd_state,-0.08357967
terms_abstract_tfidf__irrelevant,-0.08370948
LDA400_abstract_weight__90_perception_perceived_subliminal,-0.08375725
terms_abstract_tfidf__structural magnetic,-0.083764955
terms_abstract_tfidf__created,-0.084017836
terms_abstract_tfidf__shapes,-0.08412626
LDA400_abstract_weight__229_mtl_recollection_memory,-0.084168285
terms_abstract_tfidf__videos,-0.08423539
terms_abstract_tfidf__fixed,-0.08438066
terms_abstract_tfidf__wiley,-0.08438386
terms_abstract_tfidf__priming,-0.08483528
terms_abstract_tfidf__location,-0.08489274
terms_abstract_tfidf__similarity,-0.085016094
terms_abstract_tfidf__expertise,-0.08515999
terms_abstract_tfidf__static,-0.08525433
LDA400_abstract_weight__95_eye_saccade_saccades,-0.08525907
terms_abstract_tfidf__empirical,-0.085342325
terms_abstract_tfidf__overall,-0.085360505
terms_abstract_tfidf__investigates,-0.08559698
terms_abstract_tfidf__attention task,-0.08631839
terms_abstract_tfidf__relation,-0.086341016
terms_abstract_tfidf__sources,-0.08646287
terms_abstract_tfidf__feature,-0.08653774
terms_abstract_tfidf__specialization,-0.08656003
terms_abstract_tfidf__parametrically,-0.086661555
terms_abstract_tfidf__picture,-0.08683605
terms_abstract_tfidf__experimental conditions,-0.0870838
terms_abstract_tfidf__nervous,-0.08759844
LDA200_abstract_weight__169_acupuncture_stimulation_vstm,-0.087679826
LDA200_abstract_weight__54_food_weight_eating,-0.08771502
terms_abstract_tfidf__suffering,-0.08773005
terms_abstract_tfidf__low high,-0.08782264
terms_abstract_tfidf__inducing,-0.08786203
terms_abstract_tfidf__observation,-0.08790685
LDA400_abstract_weight__136_insight_hum_mapp,-0.08793097
terms_abstract_tfidf__encode,-0.0881506
terms_abstract_tfidf__subjective,-0.08821235
terms_abstract_tfidf__reactivity,-0.08821544
terms_abstract_tfidf__voxels,-0.088306285
terms_abstract_tfidf__limb,-0.08850013
terms_abstract_tfidf__ofc,-0.08867364
LDA400_abstract_weight__110_adaptation_repeated_code,-0.08869312
terms_abstract_tfidf__money,-0.08879661
terms_abstract_tfidf__abnormal,-0.08889214
terms_abstract_tfidf__animals,-0.08891581
terms_abstract_tfidf__limitations,-0.08903623
LDA400_abstract_weight__27_gaba_ratio_levels,-0.089223005
terms_abstract_tfidf__early stages,-0.08929462
terms_abstract_tfidf__like,-0.08939957
terms_abstract_tfidf__populations,-0.089441694
terms_abstract_tfidf__opposite,-0.08957917
terms_abstract_tfidf__experiments,-0.08969924
LDA50_abstract_weight__38_semantic_category_representations,-0.08972858
terms_abstract_tfidf__effectively,-0.08976094
terms_abstract_tfidf__matching,-0.08985892
terms_abstract_tfidf__hypotheses,-0.089871794
terms_abstract_tfidf__75,-0.090721294
terms_abstract_tfidf__event potentials,-0.09087828
terms_abstract_tfidf__variables,-0.09102529
LDA400_abstract_weight__92_syndrome_ts_japanese,-0.091031514
terms_abstract_tfidf__encoding,-0.09126205
terms_abstract_tfidf__identified,-0.09126601
terms_abstract_tfidf__cortex precuneus,-0.09140603
terms_abstract_tfidf__sensitive,-0.09167529
terms_abstract_tfidf__position,-0.091729574
terms_abstract_tfidf__simulated,-0.09188403
terms_abstract_tfidf__fusiform face,-0.09188762
terms_abstract_tfidf__high resolution,-0.09191862
terms_abstract_tfidf__anterior hippocampus,-0.09195522
terms_abstract_tfidf__presence,-0.092098154
LDA400_abstract_weight__152_reference_frame_relations,-0.09233776
LDA400_abstract_weight__85_images_image_noise,-0.092698455
LDA100_abstract_weight__72_memory_encoding_hippocampus,-0.09273409
terms_abstract_tfidf__flow,-0.09274051
terms_abstract_tfidf__driving,-0.0928012
LDA200_abstract_weight__152_perceptual_perception_visual,-0.092847355
terms_abstract_tfidf__effective connectivity,-0.0928829
terms_abstract_tfidf__largely unknown,-0.09310424
terms_abstract_tfidf__search,-0.09318046
terms_abstract_tfidf__virtual,-0.09330382
terms_abstract_tfidf__mtl,-0.093561426
terms_abstract_tfidf__90,-0.09368004
terms_abstract_tfidf__rely,-0.09371597
terms_abstract_tfidf__automated,-0.09373965
LDA200_abstract_weight__121_tool_tools_knowledge,-0.09380209
terms_abstract_tfidf__discriminate,-0.093968205
terms_abstract_tfidf__exposure,-0.09403105
terms_abstract_tfidf__restricted,-0.09419062
LDA400_abstract_weight__163_face_faces_fusiform,-0.09426898
terms_abstract_tfidf__exploration,-0.09433467
terms_abstract_tfidf__wide,-0.09436489
terms_abstract_tfidf__experience,-0.094539054
terms_abstract_tfidf__characterize,-0.09581183
terms_abstract_tfidf__peak,-0.095984034
terms_abstract_tfidf__relevance,-0.09607449
terms_abstract_tfidf__year,-0.096289225
LDA400_abstract_weight__204_faces_face_facial,-0.09628996
terms_abstract_tfidf__add,-0.096431844
terms_abstract_tfidf__designs,-0.096446745
terms_abstract_tfidf__ffa,-0.096533954
terms_abstract_tfidf__face,-0.09660436
terms_abstract_tfidf__lateral,-0.0972128
terms_abstract_tfidf__matter volumes,-0.097262256
terms_abstract_tfidf__fc,-0.09730431
LDA400_abstract_weight__40_focus_multi_bci,-0.09733751
LDA200_abstract_weight__198_repetition_priming_suppression,-0.09740635
terms_abstract_tfidf__humans,-0.09797794
LDA400_abstract_weight__340_lsf_bladder_hsf,-0.098187365
terms_abstract_tfidf__14 healthy,-0.098428816
terms_abstract_tfidf__hum,-0.09851399
terms_abstract_tfidf__frequency fluctuations,-0.098544516
terms_abstract_tfidf__rise,-0.098574944
terms_abstract_tfidf__smokers,-0.09873455
LDA400_abstract_weight__107_imagery_mental_imagined,-0.09874562
terms_abstract_tfidf__effective,-0.09889193
terms_abstract_tfidf__spl,-0.09896033
terms_abstract_tfidf__elicited,-0.09933876
terms_abstract_tfidf__analyzing,-0.1002126
terms_abstract_tfidf__word form,-0.10064143
terms_abstract_tfidf__lead,-0.10065006
terms_abstract_tfidf__late,-0.10082539
LDA400_abstract_weight__281_gmv_dystonia_pls,-0.10131395
terms_abstract_tfidf__near,-0.10150959
terms_abstract_tfidf__peripheral,-0.10170426
terms_abstract_tfidf__traditional,-0.101825684
terms_abstract_tfidf__trauma,-0.101919465
terms_abstract_tfidf__complete,-0.102406815
terms_abstract_tfidf__developed,-0.10256144
terms_abstract_tfidf__temporal occipital,-0.10264148
LDA400_abstract_weight__9_amplitude_spontaneous_frequency,-0.10275865
LDA100_abstract_weight__87_dorsal_ventral_stream,-0.10341447
terms_abstract_tfidf__foot,-0.10354216
LDA400_abstract_weight__294_surface_colour_thinning,-0.103652045
terms_abstract_tfidf__presentations,-0.10373628
terms_abstract_tfidf__paper,-0.103793986
terms_abstract_tfidf__superior parietal,-0.10417355
terms_abstract_tfidf__parieto,-0.104195505
terms_abstract_tfidf__appeared,-0.104558825
terms_abstract_tfidf__selective,-0.10460637
terms_abstract_tfidf__resonance measure,-0.10470294
terms_abstract_tfidf__reho,-0.10510529
terms_abstract_tfidf__responsive,-0.10512264
terms_abstract_tfidf__preference,-0.10535811
terms_abstract_tfidf__visuomotor,-0.105462864
terms_abstract_tfidf__identification,-0.10548006
terms_abstract_tfidf__imagery,-0.10578258
terms_abstract_tfidf__directions,-0.1058565
LDA400_abstract_weight__51_route_recognition_forms,-0.10586706
terms_abstract_tfidf__enhancement,-0.106398836
LDA400_abstract_weight__367_human_agents_agent,-0.10656881
terms_abstract_tfidf__parahippocampal gyrus,-0.10667817
LDA200_abstract_weight__90_imagery_mental_rotation,-0.1069753
LDA400_abstract_weight__380_reho_regional_homogeneity,-0.10731983
LDA400_abstract_weight__166_size_small_large,-0.1077457
terms_abstract_tfidf__blocked,-0.10779288
terms_abstract_tfidf__passive viewing,-0.107958674
terms_abstract_tfidf__visual word,-0.10811089
terms_abstract_tfidf__axis,-0.10822801
terms_abstract_tfidf__pathway,-0.10850262
terms_abstract_tfidf__faces,-0.10872879
LDA200_abstract_weight__166_pictures_picture_images,-0.10882496
terms_abstract_tfidf__local,-0.10886804
terms_abstract_tfidf__spatial attention,-0.10896369
LDA400_abstract_weight__306_understood_poorly_mechanisms,-0.10899381
terms_abstract_tfidf__mapp,-0.109742254
terms_abstract_tfidf__limited,-0.1098179
terms_abstract_tfidf__pictures,-0.110083744
terms_abstract_tfidf__hum mapp,-0.11016851
terms_abstract_tfidf__general linear,-0.11021374
terms_abstract_tfidf__homogeneity reho,-0.110519685
terms_abstract_tfidf__neuro,-0.11054451
terms_abstract_tfidf__plays,-0.110566586
terms_abstract_tfidf__place,-0.11067993
LDA400_abstract_weight__230_ventral_dorsal_visual,-0.11074354
terms_abstract_tfidf__face ffa,-0.11157076
terms_abstract_tfidf__categories,-0.11164503
LDA400_abstract_weight__168_tool_object_hand,-0.111664295
terms_abstract_tfidf__space,-0.11210227
terms_abstract_tfidf__influences,-0.112380065
terms_abstract_tfidf__surface,-0.11250639
terms_abstract_tfidf__inferior superior,-0.112570785
terms_abstract_tfidf__alters,-0.11257996
terms_abstract_tfidf__analyze,-0.11279815
terms_abstract_tfidf__image,-0.11290371
terms_abstract_tfidf__deprivation,-0.11299403
terms_abstract_tfidf__metabolic,-0.11321246
terms_abstract_tfidf__versus,-0.11346413
LDA200_abstract_weight__184_spatial_location_space,-0.11355009
terms_abstract_tfidf__statistics,-0.11356101
LDA200_abstract_weight__115_face_faces_fusiform,-0.11423389
terms_abstract_tfidf__remembered,-0.11517296
LDA200_abstract_weight__191_eye_gaze_saccade,-0.115191944
terms_abstract_tfidf__selectivity,-0.11537846
terms_abstract_tfidf__retrosplenial,-0.11550748
terms_abstract_tfidf__open,-0.11569878
terms_abstract_tfidf__possible,-0.11593277
terms_abstract_tfidf__partial,-0.11650932
terms_abstract_tfidf__confirmed,-0.11674373
LDA100_abstract_weight__6_eye_gaze_saccade,-0.117064446
LDA100_abstract_weight__57_face_faces_fusiform,-0.11739678
terms_abstract_tfidf__central,-0.11782191
LDA100_abstract_weight__19_judgments_judgment_ppc,-0.11796481
terms_abstract_tfidf__settings,-0.11912322
LDA200_abstract_weight__80_gait_walking_bg,-0.11917562
terms_abstract_tfidf__attenuation,-0.11952477
terms_abstract_tfidf__accordance,-0.11960067
terms_abstract_tfidf__subsequent,-0.119724564
terms_abstract_tfidf__parahippocampal cortex,-0.11981018
terms_abstract_tfidf__psychophysical,-0.1200067
terms_abstract_tfidf__displays,-0.120675854
terms_abstract_tfidf__observer,-0.12140421
LDA400_abstract_weight__148_beauty_aesthetic_art,-0.12165733
terms_abstract_tfidf__representational,-0.12232593
LDA100_abstract_weight__64_ms_spatial_virtual,-0.123045616
LDA100_abstract_weight__8_sleep_body_bodies,-0.12318607
terms_abstract_tfidf__offers,-0.123409
terms_abstract_tfidf__craving,-0.12350781
terms_abstract_tfidf__visual information,-0.12368611
terms_abstract_tfidf__gaze,-0.12377049
terms_abstract_tfidf__links,-0.12387868
LDA400_abstract_weight__334_spatial_location_locations,-0.12423947
terms_abstract_tfidf__attended,-0.12434845
terms_abstract_tfidf__amplitude,-0.12539767
terms_abstract_tfidf__runs,-0.12555419
terms_abstract_tfidf__homogeneity,-0.12641324
terms_abstract_tfidf__eye movements,-0.12668207
terms_abstract_tfidf__presenting,-0.12676513
terms_abstract_tfidf__way,-0.12682074
terms_abstract_tfidf__linear model,-0.12690906
terms_abstract_tfidf__regional homogeneity,-0.12696676
terms_abstract_tfidf__thickness,-0.12714475
terms_abstract_tfidf__inferior temporal,-0.12724261
terms_abstract_tfidf__locations,-0.12725486
terms_abstract_tfidf__direction,-0.12778647
LDA100_abstract_weight__99_sulcus_intraparietal_ips,-0.12781037
LDA400_abstract_weight__288_mental_rotation_visuospatial,-0.12952635
terms_abstract_tfidf__visuo,-0.130007
terms_abstract_tfidf__implicit,-0.13050355
terms_abstract_tfidf__voxelwise,-0.13128948
LDA400_abstract_weight__155_perspective_person_egocentric,-0.13165839
terms_abstract_tfidf__opposed,-0.13347556
terms_abstract_tfidf__body,-0.13366365
terms_abstract_tfidf__spatial,-0.13477954
terms_abstract_tfidf__cortical thickness,-0.13542649
terms_abstract_tfidf__rotation,-0.13684662
terms_abstract_tfidf__size,-0.13745421
terms_abstract_tfidf__mental imagery,-0.1378183
terms_abstract_tfidf__amplitude low,-0.13783126
terms_abstract_tfidf__alff,-0.13807741
LDA200_abstract_weight__189_category_categories_categorization,-0.13945855
LDA400_abstract_weight__117_food_eating_weight,-0.13960576
terms_abstract_tfidf__color,-0.14025441
terms_abstract_tfidf__viewing,-0.14060758
terms_abstract_tfidf__monkeys,-0.1415519
terms_abstract_tfidf__repeated,-0.14176165
terms_abstract_tfidf__moving,-0.14304875
terms_abstract_tfidf__stream,-0.14325435
terms_abstract_tfidf__weight,-0.14455928
terms_abstract_tfidf__perceptual,-0.14525737
terms_abstract_tfidf__parahippocampal,-0.14571215
terms_abstract_tfidf__view,-0.14650385
LDA200_abstract_weight__129_gyrus_temporal_middle,-0.14692806
terms_abstract_tfidf__inferior occipital,-0.1473253
terms_abstract_tfidf__point,-0.14890221
terms_abstract_tfidf__fixation,-0.14945322
LDA100_abstract_weight__97_visual_motion_auditory,-0.15125592
terms_abstract_tfidf__closed,-0.15142824
terms_abstract_tfidf__concurrently,-0.15163998
terms_abstract_tfidf__fusiform gyrus,-0.15181947
LDA50_abstract_weight__25_spatial_body_human,-0.15267134
terms_abstract_tfidf__tools,-0.15279108
terms_abstract_tfidf__tool,-0.15298812
LDA400_abstract_weight__245_gaze_eye_eyes,-0.15500776
terms_abstract_tfidf__differentiation,-0.15692438
terms_abstract_tfidf__elements,-0.15858905
LDA50_abstract_weight__41_imagery_mental_events,-0.15866856
LDA400_abstract_weight__170_body_bodies_eba,-0.1588006
terms_abstract_tfidf__residual,-0.15883347
terms_abstract_tfidf__spatial information,-0.16116318
terms_abstract_tfidf__visual attention,-0.16131537
LDA50_abstract_weight__44_eye_sleep_gaze,-0.16168459
LDA400_abstract_weight__381_implicit_explicit_task,-0.16221711
LDA50_abstract_weight__45_motion_perception_visual,-0.16257785
terms_abstract_tfidf__replicate,-0.16308548
terms_abstract_tfidf__depth,-0.1657531
terms_abstract_tfidf__category,-0.16597755
terms_abstract_tfidf__occipital lobe,-0.16615966
terms_abstract_tfidf__encoded,-0.1672216
terms_abstract_tfidf__photographs,-0.16756043
terms_abstract_tfidf__scenes,-0.16762155
terms_abstract_tfidf__occipitotemporal,-0.16772242
LDA400_abstract_weight__233_category_categories_categorization,-0.16946812
terms_abstract_tfidf__fusiform,-0.17302522
LDA200_abstract_weight__5_body_bodies_eba,-0.17306541
LDA400_abstract_weight__57_presented_visual_presentation,-0.17445952
LDA400_abstract_weight__287_navigation_virtual_gait,-0.17544042
LDA200_abstract_weight__82_motion_mt_moving,-0.17607129
LDA400_abstract_weight__263_selective_texture_selectivity,-0.17766619
terms_abstract_tfidf__navigation,-0.1776725
LDA200_abstract_weight__18_color_shape_shapes,-0.1779237
terms_abstract_tfidf__motion,-0.17887355
terms_abstract_tfidf__dot,-0.17914519
LDA400_abstract_weight__68_scenes_scene_ppa,-0.17937578
LDA100_abstract_weight__62_scenes_scene_ppa,-0.1795569
terms_abstract_tfidf__visual perception,-0.17976733
terms_abstract_tfidf__visual motion,-0.17979917
terms_abstract_tfidf__viewed,-0.17981148
LDA200_abstract_weight__106_blind_sighted_judgments,-0.18002404
terms_abstract_tfidf__parietal occipital,-0.1812016
LDA100_abstract_weight__32_object_objects_visual,-0.18166229
terms_abstract_tfidf__3d,-0.18238996
LDA400_abstract_weight__186_cortex_visual_temporal,-0.18241441
terms_abstract_tfidf__apply,-0.1832565
terms_abstract_tfidf__occipital temporal,-0.18366216
terms_abstract_tfidf__field,-0.18366413
terms_abstract_tfidf__visual stimuli,-0.18422376
terms_abstract_tfidf__object recognition,-0.18506083
